1.7209803 -0.054083984
1.358207 -0.08545114
1.192731 -0.112746276
1.77933 -0.22478165
1.5980223 -0.2531019
1.9936028 -0.38030007
1.7811928 -0.39814374
2.1942327 -0.56338316
2.6646125 -0.77414155
2.6503394 -0.86114746
2.8226423 -1.0162138
2.686942 -1.0638356
2.4313858 -1.0521545
2.5385184 -1.1945361
2.23299 -1.1377653
2.62892 -1.445261
2.4940982 -1.4750056
2.2302797 -1.4153785
2.0770426 -1.4115567
2.3906639 -1.7369189
2.2131321 -1.7166812
2.3115396 -1.912272
2.2503333 -1.9839356
2.1869059 -2.0536413
2.1213202 -2.1213202
1.8840985 -2.0063612
1.669321 -1.893473
1.6572317 -2.003249
1.4756334 -1.9023752
1.1842307 -1.6299537
0.9243659 -1.3601631
0.70164776 -1.1056199
0.55215293 -0.9336396
0.34421936 -0.62613267
0.479923 -0.9419019
0.4822611 -1.024857
0.23828873 -0.5506528
0.251998 -0.6364744
0.24760589 -0.6877518
0.1854102 -0.5706339
0.26661414 -0.9176919
0.14921393 -0.5811499
0.17963327 -0.8036331
0.17551 -0.9200556
0.21030101 -1.3277884
0.18259653 -1.4454004
0.10585039 -1.1197802
0.05083992 -0.8080774
0.029305225 -0.9325074
-1.1021821E-16 -0.6
-0.025127873 -0.7995819
-0.05557717 -0.88337386
-0.07004014 -0.7409472
-0.081517614 -0.64527833
-0.11622784 -0.73383373
-0.14249685 -0.7469947
-0.13088594 -0.58555007
-0.14921393 -0.5811499
-0.16739467 -0.5761762
-0.20844458 -0.64152646
-0.20324275 -0.56452847
-0.22087473 -0.5578659
-0.23828873 -0.5506528
-0.25546756 -0.5428962
-0.2723943 -0.5346039
-0.38156003 -0.69405514
-0.46425027 -0.7850044
-0.32149607 -0.50659674
-0.33725002 -0.49624833
-0.40265256 -0.5542037
-0.6310177 -0.8135031
-0.47532755 -0.5745723
-0.5851195 -0.66368777
-0.8477716 -0.902785
-0.9001703 -0.9001703
-1.1261301 -1.0575066
-1.0288435 -0.90704757
-0.90356225 -0.74749166
-0.7830176 -0.6073707
-1.0108875 -0.7344528
-0.97923774 -0.66548926
-1.2059882 -0.76534337
-0.85542375 -0.5058962
-0.878033 -0.4827027
-0.5346039 -0.2723943
-0.5630522 -0.26495224
-0.8138197 -0.35217124
-1.1899233 -0.47112396
-1.7593161 -0.63339275
-1.6508379 -0.53638977
-1.980212 -0.57530475
-1.9428126 -0.49882948
-2.4523084 -0.54815584
-2.523671 -0.48141596
-2.3772683 -0.3765223
-2.4993353 -0.31573948
-2.431072 -0.22980396
-2.99408 -0.18837155
-2.6968896 -0.08475317
-3.0 3.6739403E-16
-2.860681 0.08990052
-2.99408 0.18837155
-2.617039 0.24738303
-2.976344 0.3759997
-2.963065 0.4693034
-2.8118498 0.53638905
-2.9277503 0.65442973
-2.6257684 0.6741827
-2.5261154 0.73390436
-2.8531694 0.927051
-2.8226423 1.0162138
-2.7893295 1.1043737
-2.753264 1.1914437
-2.714481 1.2773379
-2.6730196 1.3619715
-2.62892 1.445261
-2.5773842 1.5242608
-2.5329838 1.6074804
-2.4812417 1.6862501
-2.427051 1.7633557
-2.370465 1.8387212
-2.1353924 1.7665502
-2.2503333 1.9839356
-1.8296968 1.7181997
-2.0598311 2.0598311
-1.6045313 1.7086523
-1.6086806 1.82469
-1.912272 2.3115396
-1.6571896 2.136436
-1.7633557 2.427051
-1.4688258 2.1613116
-1.6074804 2.5329838
-1.4297054 2.4174998
-1.2330354 2.242883
-0.8902802 1.7472732
-1.0196298 2.1668236
-1.0037318 2.3194876
-0.9281012 2.344116
-0.8446652 2.3461478
-0.6129905 1.8865908
-0.6387838 2.1987083
-0.45487383 1.7716166
-0.29984477 1.3414284
-0.1636339 0.8577989
-0.09386068 0.592613
-0.10701424 0.84710497
-0.05646499 0.5973372
-0.06209223 0.98692775
-0.028901286 0.91965383
6.8178847E-17 1.113445
0.018846456 0.5997039
0.06135568 0.97522056
0.11806885 1.249038
0.1523747 1.20617
0.21818724 1.37758
0.16937841 0.88791275
0.15593462 0.69761133
0.2884009 1.1232473
0.26354295 0.9071208
0.3397839 1.0457473
0.20460863 0.56832236
0.22087473 0.5578659
0.27308202 0.6310553
0.5011288 1.0649529
0.2723943 0.5346039
0.28905222 0.525784
0.44231245 0.7479095
0.7202045 1.1348608
0.66767913 0.98246
1.0196112 1.4033744
0.7536917 0.9716534
0.41002733 0.4956379
0.3967871 0.45006666
0.41072828 0.43738118
0.42426407 0.42426407
0.43738118 0.41072828
0.45006666 0.3967871
0.55901116 0.46245426
0.74085724 0.57466775
0.5041431 0.36628145
0.93826324 0.63764304
0.8918749 0.56600106
0.71199375 0.42107195
0.525784 0.28905222
0.6560448 0.33427152
0.5428962 0.25546756
0.6222525 0.2692727
0.5578659 0.22087473
0.56452847 0.20324275
0.62284756 0.20237544
0.82454175 0.23955151
0.5811499 0.14921393
0.58555007 0.13088594
0.94439876 0.1801537
1.3459457 0.21317686
0.9624486 0.12158553
0.952708 0.09005742
1.0635862 0.06691518
1.3243141 0.041618247
1.2277408 0.0
