0.01
0.0 0.0
-29.8478 -41.3712
-29.3058 -40.5843
-28.824 -39.857
-28.1566 -39.071
-27.5463 -38.4706
-26.9976 -37.5042
-26.462 -36.652
-25.8635 -35.8598
-24.703 -34.1741
-24.4606 -33.0846
-24.3993 -31.4508
-24.455 -29.9378
-24.5183 -28.7883
-24.5853 -27.881
-24.8259 -26.8526
-25.131 -25.4615
-25.3056 -24.2502
-25.7295 -23.4624
-26.2138 -22.3134
-26.4075 -21.4695
-26.2802 -20.3782
-26.2151 -19.1685
-26.0797 -18.0811
-26.0307 -16.8694
-25.5963 -15.908
-25.0115 -14.7491
-24.7152 -13.5991
-24.6349 -12.2108
-24.7734 -11.3646
-25.186 -10.213
-26.2147 -9.90444
-27.245 -9.54744
-28.2725 -8.88058
-29.3056 -8.34424
-30.6357 -7.55535
-31.8465 -7.01358
-33.297 -6.4053
-34.8671 -5.91258
-35.8364 -5.49333
-37.2897 -5.07389
-38.3775 -4.88676
-39.2261 -4.40723
-40.1971 -3.92937
-41.4643 -3.37826
-42.3102 -2.77096
-43.3404 -2.29018
-44.4973 -1.63675
-45.4614 -0.963183
-46.5421 -0.344675
-47.2714 0.0127581
-48.2405 0.494643
-48.9657 0.919663
-49.9314 1.64865
-50.8383 2.61624
-51.7501 3.27756
-52.419 3.75688
-53.1381 4.49142
-53.922 5.40095
-54.5954 6.30196
-55.3159 7.15355
-55.9257 7.8149
-56.6504 8.54221
-57.1374 9.14484
-57.5542 9.81519
-58.2201 10.3614
-58.5793 11.0268
-59.1336 11.9895
-59.7328 12.78
-60.2194 13.4436
-60.6401 14.3522
-61.0649 14.9572
-61.4843 15.6252
-62.1598 16.7081
-62.8256 17.8577
-63.3093 18.6442
-64.0386 19.9738
-64.4534 20.7046
-64.8782 21.6719
-65.37 22.4538
-65.6619 23.4878
-66.0922 24.5746
-66.3943 25.6642
-66.6969 26.5109
-66.8236 27.3578
-66.8729 28.2668
-66.9263 29.0539
-66.9383 29.8397
-66.9533 30.8683
-66.9928 31.7156
-67.0602 32.6227
-67.0557 33.5304
-67.0559 34.438
-66.8712 34.9811
-66.6288 35.8889
-66.4534 37.1609
-66.3992 37.7665
-66.0874 39.0965
-65.7827 39.9427
-65.4683 40.7245
-65.1832 41.6387
-64.8841 42.2457
-64.5709 42.9668
-64.273 43.6948
-63.9092 44.4204
-63.5524 45.2099
-63.0658 46.056
-62.7008 46.6599
-62.2144 47.3238
